run_id,launched_at,system,level,arm,predictor,score_mode,d2_ratio,seed,n_members,k_acq,cluster,job_id,status,epochs_on_disk,dir_state,code_hash,output_dir,notes
fm_med_dir00,2026-08-07T13:27:58,pendulum_stoch,med,dir00,fm,dir00,0.0,42,5,20,amarel,60288979,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_med_dir00,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key. | resumed_after_timeout job=60360127 gpu=2 mem=120G"
fm_med_total,2026-08-07T13:27:58,pendulum_stoch,med,total,fm,decomp_total,1.0,42,5,20,amarel,60288980,PREEMPTED,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_med_total,"FM at the levels where [CLF] showed a real effect. Motivation: [FM] was only ever run at high/xhigh -- the two levels where even the classifier showed no benefit -- so the FM nulls never tested the regime where adaptive sampling actually worked ([CLF] low: -1.1 to -3.3x floor, sign-stable, 3 of 4 arms). gres=gpu:1 chosen deliberately: earliest Amarel start estimate AND the configuration measured 2026-08-05 to give the tightest ensemble member spread (1.27x pinned vs 1.85x spread across cards), which matters because mp.spawn(join=True) pays for the slowest member. patience=30 (Amarel clone verified). det uses system=pendulum with NO noise_level key."
fm_high_dir00_s43,2026-08-05T23:32:56,pendulum_stoch,high,dir00,fm,dir00,0.0,43,5,20,ilab,201154,COMPLETED,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_dir00_s43,"Resubmitted at gres=gpu:1 (was gpu:2). It was PD for ~4.5h with reason AssocGrpGRES -- the 12-GPU iLab QUOTA, not contention: 5 arms x 2 + your rs_fm_high_ent10 x 1 = 11 held, only 1 free. Dropping to 1 GPU started it instantly. 5 members on 1 card is also the tighter-member-spread configuration measured today (1.27x vs 1.85x spread)."
fm_high_dir00_s44,2026-08-05T23:32:56,pendulum_stoch,high,dir00,fm,dir00,0.0,44,5,20,arrakis,435638,launched,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_dir00_s44,"MOVED off Amarel to arrakis GPU2. Amarel copy (60264800) cancelled first -- running the same run_id on both sides would interleave two independent runs in one arm's curve. Amarel is saturated (44 nodes mix, 10 alloc, 0 idle) with est_start 2026-08-07T21:32, ~48h out; arrakis starts now. Completes the high floor: dir00 + s43 (both iLab) + s44 (arrakis)."
fm_xhigh_dir00_s43,2026-08-05T23:32:56,pendulum_stoch,xhigh,dir00,fm,dir00,0.0,43,5,20,amarel,60267472,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_xhigh_dir00_s43,"Resubmitted at gres=gpu:1 to test backfill. Moved est_start from 2026-08-07T21:32 to 2026-08-07T12:57 (~8.5h earlier) but still ~41h out -- Amarel is saturated, not shape-limited. xhigh floor remains blocked on this plus s44 (60264801). | resumed_after_oom job=60444979 gpu=2 mem=120G"
fm_xhigh_dir00_s43,2026-08-05T16:34:27,pendulum_stoch,xhigh,dir00,fm,dir00,0.0,43,5,20,amarel,60264943,CANCELLED by 1619230,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_xhigh_dir00_s43,"Third xhigh floor seed. GAP FIX: cancelled as part of the 16:00 FM restart and not recreated, leaving the xhigh floor with only dir00+s44 (2 seeds); pooled_floor needs 3, so xhigh would have been unscoreable no matter how long the arms ran. Launched under patience=30 like the arms. | resumed_after_oom job=60444979 gpu=2 mem=120G"
fm_xhigh_aleat,2026-08-05T16:19:45,pendulum_stoch,xhigh,aleat,fm,decomp_aleat,1.0,42,5,20,arrakis,4034445,launched,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_xhigh_aleat,"RE-PINNED (revert of the un-pinning). Un-pinning so visible_devices() saw all 5 cards made the member spread WORSE: 1.85x (3.7 ep/min on GPU0-2 vs 2.0 on GPU3-4) against 1.20-1.40x when pinned, because arrakis's 5 cards carry uneven external load from the CLF arms (GPU3 27.6GB vs GPU2 9.1GB). mp.spawn(join=True) pays for the slowest member, so spread beats mean throughput. Aggregate density is 25 members / 5 cards either way, so spreading could never deliver wall-clock=one-member. EarlyStopping patience=30 retained."
fm_xhigh_dir00,2026-08-05T16:19:45,pendulum_stoch,xhigh,dir00,fm,dir00,0.0,42,5,20,arrakis,4034443,launched,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_xhigh_dir00,"RE-PINNED (revert of the un-pinning). Un-pinning so visible_devices() saw all 5 cards made the member spread WORSE: 1.85x (3.7 ep/min on GPU0-2 vs 2.0 on GPU3-4) against 1.20-1.40x when pinned, because arrakis's 5 cards carry uneven external load from the CLF arms (GPU3 27.6GB vs GPU2 9.1GB). mp.spawn(join=True) pays for the slowest member, so spread beats mean throughput. Aggregate density is 25 members / 5 cards either way, so spreading could never deliver wall-clock=one-member. EarlyStopping patience=30 retained."
fm_xhigh_epi_bald,2026-08-05T16:19:45,pendulum_stoch,xhigh,epi_bald,fm,decomp_epi_bald,1.0,42,5,20,arrakis,4034444,launched,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_xhigh_epi_bald,"RE-PINNED (revert of the un-pinning). Un-pinning so visible_devices() saw all 5 cards made the member spread WORSE: 1.85x (3.7 ep/min on GPU0-2 vs 2.0 on GPU3-4) against 1.20-1.40x when pinned, because arrakis's 5 cards carry uneven external load from the CLF arms (GPU3 27.6GB vs GPU2 9.1GB). mp.spawn(join=True) pays for the slowest member, so spread beats mean throughput. Aggregate density is 25 members / 5 cards either way, so spreading could never deliver wall-clock=one-member. EarlyStopping patience=30 retained."
fm_xhigh_total,2026-08-05T16:19:45,pendulum_stoch,xhigh,total,fm,decomp_total,1.0,42,5,20,arrakis,4034442,launched,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_xhigh_total,"RE-PINNED (revert of the un-pinning). Un-pinning so visible_devices() saw all 5 cards made the member spread WORSE: 1.85x (3.7 ep/min on GPU0-2 vs 2.0 on GPU3-4) against 1.20-1.40x when pinned, because arrakis's 5 cards carry uneven external load from the CLF arms (GPU3 27.6GB vs GPU2 9.1GB). mp.spawn(join=True) pays for the slowest member, so spread beats mean throughput. Aggregate density is 25 members / 5 cards either way, so spreading could never deliver wall-clock=one-member. EarlyStopping patience=30 retained."
fm_xhigh_epi_var,2026-08-05T16:19:44,pendulum_stoch,xhigh,epi_var,fm,decomp_epi_var,1.0,42,5,20,arrakis,4034441,launched,13,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_xhigh_epi_var,"RE-PINNED (revert of the un-pinning). Un-pinning so visible_devices() saw all 5 cards made the member spread WORSE: 1.85x (3.7 ep/min on GPU0-2 vs 2.0 on GPU3-4) against 1.20-1.40x when pinned, because arrakis's 5 cards carry uneven external load from the CLF arms (GPU3 27.6GB vs GPU2 9.1GB). mp.spawn(join=True) pays for the slowest member, so spread beats mean throughput. Aggregate density is 25 members / 5 cards either way, so spreading could never deliver wall-clock=one-member. EarlyStopping patience=30 retained."
fm_high_dir00_s44,2026-08-05T16:05:19,pendulum_stoch,high,dir00,fm,dir00,0.0,44,5,20,amarel,60264800,CANCELLED by 1619230,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_high_dir00_s44,"RESTART under new hyperparams (patience 30). Amarel is a separate clone and still had patience:100, so configs/adaptive_v2/predictor/fm_ensemble.yaml was scp'd across before launch -- without that this floor seed would have trained under a different early-stopping rule than the arms it is the floor FOR, silently confounding the run-to-run floor. Amarel clone now differs from its git HEAD by that one file (local commit 74aed20)."
fm_xhigh_dir00_s44,2026-08-05T16:05:19,pendulum_stoch,xhigh,dir00,fm,dir00,0.0,44,5,20,amarel,60264801,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_xhigh_dir00_s44,"RESTART under new hyperparams (patience 30). Amarel is a separate clone and still had patience:100, so configs/adaptive_v2/predictor/fm_ensemble.yaml was scp'd across before launch -- without that this floor seed would have trained under a different early-stopping rule than the arms it is the floor FOR, silently confounding the run-to-run floor. Amarel clone now differs from its git HEAD by that one file (local commit 74aed20). | resumed_after_preempt job=60426690 gpu=2 mem=120G"
fm_high_aleat,2026-08-05T16:03:03,pendulum_stoch,high,aleat,fm,decomp_aleat,1.0,42,5,20,ilab,200753,COMPLETED,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_aleat,"RESTART after hyperparam fixes (user-authorised): EarlyStopping patience 100->30 (members were running 185/200 epochs; 1.94x speedup, val_loss cost +0.0009 = 0.91x member-to-member SD, i.e. under the noise the pooled floor absorbs) and FM member GPU placement un-pinned so visible_devices() sees all cards instead of a 1-element list. Pre-restart data preserved at _preserved_fm_prehparam_1600 (12 runs, 81 epochs)."
fm_high_dir00,2026-08-05T16:03:03,pendulum_stoch,high,dir00,fm,dir00,0.0,42,5,20,ilab,200755,COMPLETED,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_dir00,"RESTART after hyperparam fixes (user-authorised): EarlyStopping patience 100->30 (members were running 185/200 epochs; 1.94x speedup, val_loss cost +0.0009 = 0.91x member-to-member SD, i.e. under the noise the pooled floor absorbs) and FM member GPU placement un-pinned so visible_devices() sees all cards instead of a 1-element list. Pre-restart data preserved at _preserved_fm_prehparam_1600 (12 runs, 81 epochs)."
fm_high_dir00_s43,2026-08-05T16:03:03,pendulum_stoch,high,dir00,fm,dir00,0.0,43,5,20,ilab,200756,CANCELLED by 1171,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_dir00_s43,"RESTART after hyperparam fixes (user-authorised): EarlyStopping patience 100->30 (members were running 185/200 epochs; 1.94x speedup, val_loss cost +0.0009 = 0.91x member-to-member SD, i.e. under the noise the pooled floor absorbs) and FM member GPU placement un-pinned so visible_devices() sees all cards instead of a 1-element list. Pre-restart data preserved at _preserved_fm_prehparam_1600 (12 runs, 81 epochs)."
fm_high_epi_bald,2026-08-05T16:03:03,pendulum_stoch,high,epi_bald,fm,decomp_epi_bald,1.0,42,5,20,ilab,200752,COMPLETED,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_epi_bald,"RESTART after hyperparam fixes (user-authorised): EarlyStopping patience 100->30 (members were running 185/200 epochs; 1.94x speedup, val_loss cost +0.0009 = 0.91x member-to-member SD, i.e. under the noise the pooled floor absorbs) and FM member GPU placement un-pinned so visible_devices() sees all cards instead of a 1-element list. Pre-restart data preserved at _preserved_fm_prehparam_1600 (12 runs, 81 epochs)."
fm_high_epi_var,2026-08-05T16:03:03,pendulum_stoch,high,epi_var,fm,decomp_epi_var,1.0,42,5,20,ilab,200751,FAILED,17,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_epi_var,"RESTART after hyperparam fixes (user-authorised): EarlyStopping patience 100->30 (members were running 185/200 epochs; 1.94x speedup, val_loss cost +0.0009 = 0.91x member-to-member SD, i.e. under the noise the pooled floor absorbs) and FM member GPU placement un-pinned so visible_devices() sees all cards instead of a 1-element list. Pre-restart data preserved at _preserved_fm_prehparam_1600 (12 runs, 81 epochs)."
fm_high_total,2026-08-05T16:03:03,pendulum_stoch,high,total,fm,decomp_total,1.0,42,5,20,ilab,200750,COMPLETED,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_total,"RESTART after hyperparam fixes (user-authorised): EarlyStopping patience 100->30 (members were running 185/200 epochs; 1.94x speedup, val_loss cost +0.0009 = 0.91x member-to-member SD, i.e. under the noise the pooled floor absorbs) and FM member GPU placement un-pinned so visible_devices() sees all cards instead of a 1-element list. Pre-restart data preserved at _preserved_fm_prehparam_1600 (12 runs, 81 epochs)."
fm_xhigh_aleat,2026-08-05T16:03:03,pendulum_stoch,xhigh,aleat,fm,decomp_aleat,1.0,42,5,20,arrakis,4005714,launched,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_xhigh_aleat,"RESTART after hyperparam fixes (user-authorised): EarlyStopping patience 100->30 (members were running 185/200 epochs; 1.94x speedup, val_loss cost +0.0009 = 0.91x member-to-member SD, i.e. under the noise the pooled floor absorbs) and FM member GPU placement un-pinned so visible_devices() sees all cards instead of a 1-element list. Pre-restart data preserved at _preserved_fm_prehparam_1600 (12 runs, 81 epochs)."
fm_xhigh_dir00,2026-08-05T16:03:03,pendulum_stoch,xhigh,dir00,fm,dir00,0.0,42,5,20,arrakis,4012339,launched,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_xhigh_dir00,"RESTART after hyperparam fixes (user-authorised): EarlyStopping patience 100->30 (members were running 185/200 epochs; 1.94x speedup, val_loss cost +0.0009 = 0.91x member-to-member SD, i.e. under the noise the pooled floor absorbs) and FM member GPU placement un-pinned so visible_devices() sees all cards instead of a 1-element list. Pre-restart data preserved at _preserved_fm_prehparam_1600 (12 runs, 81 epochs)."
fm_xhigh_epi_bald,2026-08-05T16:03:03,pendulum_stoch,xhigh,epi_bald,fm,decomp_epi_bald,1.0,42,5,20,arrakis,4005713,launched,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_xhigh_epi_bald,"RESTART after hyperparam fixes (user-authorised): EarlyStopping patience 100->30 (members were running 185/200 epochs; 1.94x speedup, val_loss cost +0.0009 = 0.91x member-to-member SD, i.e. under the noise the pooled floor absorbs) and FM member GPU placement un-pinned so visible_devices() sees all cards instead of a 1-element list. Pre-restart data preserved at _preserved_fm_prehparam_1600 (12 runs, 81 epochs)."
fm_xhigh_epi_var,2026-08-05T16:03:03,pendulum_stoch,xhigh,epi_var,fm,decomp_epi_var,1.0,42,5,20,arrakis,4005710,launched,13,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_xhigh_epi_var,"RESTART after hyperparam fixes (user-authorised): EarlyStopping patience 100->30 (members were running 185/200 epochs; 1.94x speedup, val_loss cost +0.0009 = 0.91x member-to-member SD, i.e. under the noise the pooled floor absorbs) and FM member GPU placement un-pinned so visible_devices() sees all cards instead of a 1-element list. Pre-restart data preserved at _preserved_fm_prehparam_1600 (12 runs, 81 epochs)."
fm_xhigh_total,2026-08-05T16:03:03,pendulum_stoch,xhigh,total,fm,decomp_total,1.0,42,5,20,arrakis,4005711,launched,19,local,7d95b52929c1,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_xhigh_total,"RESTART after hyperparam fixes (user-authorised): EarlyStopping patience 100->30 (members were running 185/200 epochs; 1.94x speedup, val_loss cost +0.0009 = 0.91x member-to-member SD, i.e. under the noise the pooled floor absorbs) and FM member GPU placement un-pinned so visible_devices() sees all cards instead of a 1-element list. Pre-restart data preserved at _preserved_fm_prehparam_1600 (12 runs, 81 epochs)."
fm_xhigh_dir00_s43,2026-08-05T12:44:58,pendulum_stoch,xhigh,dir00,fm,dir00,0.0,43,5,20,amarel,60263610,CANCELLED by 1619230,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_xhigh_dir00_s43,"RELAUNCH off gpuk003 (user-authorised). Prior job 60257408 ran 15h49m on gpuk003 without completing epoch 0: data workers pegged at 2.7% CPU vs 79-99% for the identical twin s44 on gpu016, GPU util 0-18%, node loadavg 7.05 -- I/O-blocked, not GPU- or CPU-bound. Nothing to resume (no artifacts_v2.json, no dataset_builder_state.json), so the dir was cleared on Amarel and locally. Resubmitted with --exclude=gpuk003,gpu029 and time=3-00:00:00. This is the [FM] xhigh floor gate; needs epoch 2 to make the floor scoreable. | resumed_after_oom job=60444979 gpu=2 mem=120G"
clf_high_dir00_s44,2026-08-05T10:58:22,pendulum_stoch,high,dir00,clf,dir00,0.0,44,5,20,amarel,60262925,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_high_dir00_s44,"RESUME after 10:30 Priority preemption; scripts/resume_adaptive.py continues from epoch 14 of 19 (partial epoch deleted, pool restored from dataset_builder_state.json). Pre-preemption data also backed up at _preserved_clf_high_dir00_s44_preempt_1030."
clf_low_total,2026-08-05T10:58:22,pendulum_stoch,low,total,clf,decomp_total,1.0,42,5,20,amarel,60262929,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_low_total,RESUME after 10:30 Priority preemption; continues from epoch 10 of 19. Backup at _preserved_clf_low_total_preempt_1931.
clf_med_dir00_s43,2026-08-05T10:58:22,pendulum_stoch,med,dir00,clf,dir00,0.0,43,5,20,amarel,60262926,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_med_dir00_s43,"RESUME after 10:30 Priority preemption; scripts/resume_adaptive.py continues from epoch 14 of 19 (partial epoch deleted, pool restored from dataset_builder_state.json). Pre-preemption data also backed up at _preserved_clf_med_dir00_s43_preempt_1030."
clf_xhigh_dir00_s43,2026-08-05T10:58:22,pendulum_stoch,xhigh,dir00,clf,dir00,0.0,43,5,20,amarel,60262927,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_dir00_s43,"RESUME after 10:30 Priority preemption; scripts/resume_adaptive.py continues from epoch 13 of 19 (partial epoch deleted, pool restored from dataset_builder_state.json). Pre-preemption data also backed up at _preserved_clf_xhigh_dir00_s43_preempt_1030."
clf_xhigh_dir00_s44,2026-08-05T10:58:22,pendulum_stoch,xhigh,dir00,clf,dir00,0.0,44,5,20,amarel,60262928,TIMEOUT,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_dir00_s44,"RESUME after 10:30 Priority preemption; scripts/resume_adaptive.py continues from epoch 13 of 19 (partial epoch deleted, pool restored from dataset_builder_state.json). Pre-preemption data also backed up at _preserved_clf_xhigh_dir00_s44_preempt_1030."
fm_high_dir00_s44,2026-08-05T10:58:22,pendulum_stoch,high,dir00,fm,dir00,0.0,44,5,20,amarel,60262936,CANCELLED by 1619230,,remote,7d95b52929c1,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_high_dir00_s44,"FRESH RELAUNCH (not resume): preempted during epoch 0, so no dataset_builder_state.json existed and resume was impossible. Old dir with 1 partial epoch deleted. gres=gpu:4 (gpu-redhat max; 5 members share 4 GPUs, matching the original placement on gpuk008). This is the [FM] high floor gate."
fm_xhigh_dir00_s44,2026-08-04T15:53:16,pendulum_stoch,xhigh,dir00,fm,dir00,0.0,44,5,20,amarel,60257445,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_xhigh_dir00_s44,"FM xhigh floor, queued WITH the arms rather than after them: without three seeds the verdict script correctly refuses to judge the level, so arms without a floor produce nothing | resumed_after_preempt job=60426690 gpu=2 mem=120G"
fm_xhigh_dir00_s43,2026-08-04T15:53:13,pendulum_stoch,xhigh,dir00,fm,dir00,0.0,43,5,20,amarel,60257408,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_xhigh_dir00_s43,"FM xhigh floor, queued WITH the arms rather than after them: without three seeds the verdict script correctly refuses to judge the level, so arms without a floor produce nothing | resumed_after_oom job=60444979 gpu=2 mem=120G"
fm_xhigh_aleat,2026-08-04T15:43:56,pendulum_stoch,xhigh,aleat,fm,aleat,1.0,42,5,20,amarel,60257307,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_xhigh_aleat,"phase-1 xhigh FM: the campaign headline is at xhigh but FM (the well-calibrated, fair test) only covered high. Queued to start when the CLF arms free ~25 GPUs in ~10h; 3-day Amarel cap means ~15 epochs | cancelled on user instruction: duplicate of the arrakis fm_xhigh arm of the same name, which runs ~2x faster with no walltime cap. Was holding queue position ahead of the rs_fm_* restoration jobs."
fm_xhigh_epi_bald,2026-08-04T15:43:54,pendulum_stoch,xhigh,epi_bald,fm,epi_bald,1.0,42,5,20,amarel,60257306,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_xhigh_epi_bald,"phase-1 xhigh FM: the campaign headline is at xhigh but FM (the well-calibrated, fair test) only covered high. Queued to start when the CLF arms free ~25 GPUs in ~10h; 3-day Amarel cap means ~15 epochs | cancelled on user instruction: duplicate of the arrakis fm_xhigh arm of the same name, which runs ~2x faster with no walltime cap. Was holding queue position ahead of the rs_fm_* restoration jobs."
fm_xhigh_dir00,2026-08-04T15:43:52,pendulum_stoch,xhigh,dir00,fm,dir00,0.0,42,5,20,amarel,60257305,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_xhigh_dir00,"phase-1 xhigh FM: the campaign headline is at xhigh but FM (the well-calibrated, fair test) only covered high. Queued to start when the CLF arms free ~25 GPUs in ~10h; 3-day Amarel cap means ~15 epochs | cancelled on user instruction: duplicate of the arrakis fm_xhigh arm of the same name, which runs ~2x faster with no walltime cap. Was holding queue position ahead of the rs_fm_* restoration jobs."
fm_xhigh_total,2026-08-04T15:43:50,pendulum_stoch,xhigh,total,fm,total,1.0,42,5,20,amarel,60257304,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_xhigh_total,"phase-1 xhigh FM: the campaign headline is at xhigh but FM (the well-calibrated, fair test) only covered high. Queued to start when the CLF arms free ~25 GPUs in ~10h; 3-day Amarel cap means ~15 epochs | cancelled on user instruction: duplicate of the arrakis fm_xhigh arm of the same name, which runs ~2x faster with no walltime cap. Was holding queue position ahead of the rs_fm_* restoration jobs."
fm_xhigh_epi_var,2026-08-04T15:43:48,pendulum_stoch,xhigh,epi_var,fm,epi_var,1.0,42,5,20,amarel,60257302,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_xhigh_epi_var,"phase-1 xhigh FM: the campaign headline is at xhigh but FM (the well-calibrated, fair test) only covered high. Queued to start when the CLF arms free ~25 GPUs in ~10h; 3-day Amarel cap means ~15 epochs | cancelled on user instruction: duplicate of the arrakis fm_xhigh arm of the same name, which runs ~2x faster with no walltime cap. Was holding queue position ahead of the rs_fm_* restoration jobs."
clf_xhigh_total_v2,2026-08-04T13:04:30,pendulum_stoch,xhigh,total,clf,total,1.0,42,5,20,amarel,60250190,TIMEOUT,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_total,preempted at epoch 11 and auto-requeued; engine has no resume (range(n_epochs)) so the restart would have overwritten epochs 0-10 with post-seed-fix code while 11+ stayed pre-fix -- a curve stitched across two codebases. Deleted both sides and relaunched clean.
clf_det_dir00_s44,2026-08-04T12:23:27,pendulum,det,dir00,clf,dir00,0.0,44,5,20,amarel,60231677,COMPLETED,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_det_dir00_s44,"det floor: cancelled during the seed-bug cleanup and missed in the relaunch; det is the only level with all 5 arms at 19/19 | 19/19 epochs, exit 0, 2:50:27"
clf_det_dir00_s43,2026-08-04T12:23:25,pendulum,det,dir00,clf,dir00,0.0,43,5,20,amarel,60231676,COMPLETED,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_det_dir00_s43,det floor: cancelled during the seed-bug cleanup and missed in the relaunch; det is the only level with all 5 arms at 19/19
fm_high_dir00_s44,2026-08-04T12:13:28,pendulum_stoch,high,dir00,fm,dir00,0.0,44,5,20,amarel,60227234,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/fm_high_dir00_s44,second FM floor seed; queued on Amarel (est start +14.5h) because iLab quota is full and will not free for ~26h
fm_high_dir00_s43,2026-08-04T11:15:24,pendulum_stoch,high,dir00,fm,dir00,0.0,43,5,20,ilab,199933,CANCELLED by 1171,19,local,e72ac3cbe2e7,/common/users/shared/pracsys/adaptive_roa_experiments/ensemble_epistemic/fm_high_dir00_s43,"FM floor (none existed). FM seeding verified correct: EnsembleFlowMatchingTrainer reads cfg.seed, unlike the CLF ensemble bug in 4c7c561"
clf_xhigh_epi_bald_s44,2026-08-04T10:57:28,pendulum_stoch,xhigh,epi_bald,clf,epi_bald,1.0,44,5,20,amarel,60199866,TIMEOUT,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_epi_bald_s44,"RELAUNCH on 4c7c561: earlier replicates used member seeds 0..4 regardless of --seed, so they measured only cross-cluster float noise, not seed variance"
clf_xhigh_epi_bald_s43,2026-08-04T10:57:27,pendulum_stoch,xhigh,epi_bald,clf,epi_bald,1.0,43,5,20,amarel,60199865,TIMEOUT,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_xhigh_epi_bald_s43,"RELAUNCH on 4c7c561: earlier replicates used member seeds 0..4 regardless of --seed, so they measured only cross-cluster float noise, not seed variance"
clf_low_dir00_s44,2026-08-04T10:57:25,pendulum_stoch,low,dir00,clf,dir00,0.0,44,5,20,amarel,60199864,TIMEOUT,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_low_dir00_s44,"RELAUNCH on 4c7c561: earlier replicates used member seeds 0..4 regardless of --seed, so they measured only cross-cluster float noise, not seed variance"
clf_low_dir00_s43,2026-08-04T10:57:23,pendulum_stoch,low,dir00,clf,dir00,0.0,43,5,20,amarel,60199863,TIMEOUT,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_low_dir00_s43,"RELAUNCH on 4c7c561: earlier replicates used member seeds 0..4 regardless of --seed, so they measured only cross-cluster float noise, not seed variance"
clf_med_dir00_s44,2026-08-04T10:57:21,pendulum_stoch,med,dir00,clf,dir00,0.0,44,5,20,amarel,60199860,TIMEOUT,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_med_dir00_s44,"RELAUNCH on 4c7c561: earlier replicates used member seeds 0..4 regardless of --seed, so they measured only cross-cluster float noise, not seed variance"
clf_med_dir00_s43,2026-08-04T10:57:19,pendulum_stoch,med,dir00,clf,dir00,0.0,43,5,20,amarel,60199859,CANCELLED by 1619230,,remote,e72ac3cbe2e7,/scratch/st1122/adaptive_roa/experiments/ensemble_epistemic/clf_med_dir00_s43,"RELAUNCH on 4c7c561: earlier replicates used member seeds 0..4 regardless of --seed, so they measured only cross-cluster float noise, not seed variance"
